8331, MenuBar, 392.0, 8330, 
8346, MenuBar.MapsMenuActionListener, 9.0, 8330, 
8349, freemind.controller.MenuBar.MapsMenuActionListener$1, 5.0, 8330, 
8352, MenuBar.LastOpenedActionListener, 12.0, 8330, 
8355, MenuBar.ModesMenuActionListener, 9.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, 5.0, 8330, 
8361, StructuredMenuHolder, 494.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, 14.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, 10.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, 17.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, 29.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, 17.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, 6.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, 34.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, 3.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, 9.0, 8330, 
8417, StructuredMenuHolder.SeparatorHolder, 4.0, 8330, 
8419, StructuredMenuHolder.PrintMenuAdderCreator, 9.0, 8330, 
8422, StructuredMenuHolder.MenuEventSupplier, 5.0, 8330, 
8425, StructuredMenuHolder.StructuredMenuListener, 54.0, 8330, 
8431, LastOpenedList, 80.0, 8330, 
8439, MapModuleManager, 322.0, 8330, 
8460, MapModuleManager.MapModuleChangeObserver, 12.0, 8330, 
8466, MapModuleManager.MapModuleChangeObserverCompound, 44.0, 8330, 
8475, MapModuleManager.MapTitleChangeListener, 3.0, 8330, 
8477, MapMouseMotionListener, 90.0, 8330, 
8489, MapMouseMotionListener.MapMouseMotionReceiver, 7.0, 8330, 
8493, MindMapNodesSelection, 86.0, 8330, 
8500, FreeMindPopupMenu, 40.0, 8330, 
8507, MapMouseWheelListener, 21.0, 8330, 
8587, freemind.controller.Controller$1, 12.0, 8330, 
8590, Controller.ColorTracker, 16.0, 8330, 
8594, Controller.Closer, 6.0, 8330, 
8597, Controller.DisposeOnClose, 6.0, 8330, 
8600, Controller.QuitAction, 14.0, 8330, 
8603, Controller.CloseAction, 10.0, 8330, 
8606, Controller.PrintAction, 29.0, 8330, 
8609, Controller.PrintPreviewAction, 15.0, 8330, 
8612, Controller.PageAction, 81.0, 8330, 
8615, freemind.controller.Controller.PageAction$1, 4.0, 8330, 
8618, freemind.controller.Controller.PageAction$2, 5.0, 8330, 
8621, Controller.LocalLinkConverter, 3.0, 8330, 
8623, Controller.DefaultLocalLinkConverter, 9.0, 8330, 
8626, Controller.DocumentationAction, 42.0, 8330, 
8629, freemind.controller.Controller.DocumentationAction$1, 10.0, 8330, 
8632, Controller.KeyDocumentationAction, 25.0, 8330, 
8635, Controller.AboutAction, 14.0, 8330, 
8638, Controller.LicenseAction, 13.0, 8330, 
8641, Controller.NavigationPreviousMapAction, 10.0, 8330, 
8644, Controller.ShowAttributeDialogAction, 22.0, 8330, 
8648, Controller.ShowFilterToolbarAction, 15.0, 8330, 
8651, Controller.NavigationNextMapAction, 10.0, 8330, 
8654, Controller.MoveToRootAction, 9.0, 8330, 
8657, Controller.ToggleMenubarAction, 13.0, 8330, 
8661, Controller.ToggleToolbarAction, 14.0, 8330, 
8665, Controller.ToggleLeftToolbarAction, 13.0, 8330, 
8669, Controller.ZoomInAction, 6.0, 8330, 
8672, Controller.ZoomOutAction, 6.0, 8330, 
8675, Controller.ShowSelectionAsRectangleAction, 11.0, 8330, 
8679, Controller.ShowAllAttributesAction, 15.0, 8330, 
8683, Controller.HideAllAttributesAction, 15.0, 8330, 
8687, Controller.ShowSelectedAttributesAction, 15.0, 8330, 
8691, Controller.PropertyAction, 62.0, 8330, 
8694, freemind.controller.Controller.PropertyAction$1, 24.0, 8330, 
8697, freemind.controller.Controller.PropertyAction$2, 5.0, 8330, 
8699, freemind.controller.Controller.PropertyAction$3, 6.0, 8330, 
8701, Controller.BackgroundSwatch, 5.0, 8330, 
8704, Controller.OptionAntialiasAction, 32.0, 8330, 
8709, Controller.OptionHTMLExportFoldingAction, 4.0, 8330, 
8712, Controller.OptionSelectionMechanismAction, 30.0, 8330, 
8717, Controller.OpenURLAction, 18.0, 8330, 
8720, BlindIcon, 29.0, 8330, 
8725, FreeMindToolBar, 52.0, 8330, 
8731, ColorSwatch, 32.0, 8330, 
8738, NodeMotionListener, 60.0, 8330, 
8749, NodeMotionListener.NodeMotionAdapter, 4.0, 8330, 
8750, StructuredMenuItemHolder, 43.0, 8330, 
8760, MenuItemSelectedListener, 3.0, 8330, 
8762, NodeKeyListener, 35.0, 8330, 
8769, NodeDropListener, 44.0, 8330, 
8778, NodeDragListener, 68.0, 8330, 
8782, freemind.controller.NodeDragListener$1, 15.0, 8330, 
8789, MenuItemEnabledListener, 3.0, 8330, 
8791, NodeMouseMotionListener, 68.0, 8330, 
8803, NodeMouseMotionListener.NodeMouseMotionObserver, 6.0, 8330, 
8805, MainToolBar, 111.0, 8330, 
8815, freemind.controller.MainToolBar$1, 9.0, 8330, 
8819, UseRichFormattingAction, 37.0, 8818, 
8821, freemind.modes.mindmapmode.actions.UseRichFormattingAction$1, 13.0, 8818, 
8824, ChangeArrowLinkEndPoints, 73.0, 8818, 
8833, JoinNodesAction, 73.0, 8818, 
8838, FontSizeAction, 73.0, 8818, 
8847, NodeUpAction, 158.0, 8818, 
8857, freemind.modes.mindmapmode.actions.NodeUpAction$1, 8.0, 8818, 
8860, freemind.modes.mindmapmode.actions.NodeUpAction$2, 16.0, 8818, 
8863, NodeBackgroundColorAction, 72.0, 8818, 
8870, RevertAction, 131.0, 8818, 
8879, NodeBackgroundColorAction.RemoveNodeBackgroundColorAction, 14.0, 8818, 
8881, freemind.modes.mindmapmode.actions.NodeBackgroundColorAction.RemoveNodeBackgroundColorAction$1, 5.0, 8818, 
8884, ImportExplorerFavoritesAction, 91.0, 8818, 
8889, AddLocalLinkAction, 28.0, 8818, 
8892, RemoveArrowLinkAction, 98.0, 8818, 
8904, ApplyPatternAction, 163.0, 8818, 
8911, ApplyPatternAction.ExternalPatternAction, 3.0, 8818, 
8913, AddArrowLinkAction, 105.0, 8818, 
8923, EdgeWidthAction, 72.0, 8818, 
8932, UnderlinedAction, 53.0, 8818, 
8941, CutAction, 96.0, 8818, 
8948, MindMapControllerHookAction, 22.0, 8818, 
8952, SelectBranchAction, 15.0, 8818, 
8955, BoldAction, 54.0, 8818, 
8983, PasteAction.NodeCoordinate, 33.0, 8818, 
8987, PasteAction.DataFlavorHandler, 4.0, 8818, 
8990, EdgeStyleAction, 63.0, 8818, 
8998, PasteAction.FileListFlavorHandler, 22.0, 8818, 
9002, PasteAction.MindMapNodesFlavorHandler, 30.0, 8818, 
9006, PasteAction.DirectHtmlFlavorHandler, 48.0, 8818, 
9010, PasteAction.HtmlFlavorHandler, 81.0, 8818, 
9013, PasteAction.StringFlavorHandler, 14.0, 8818, 
9017, NodeHookAction, 267.0, 8818, 
9034, NodeColorBlendAction, 13.0, 8818, 
9036, freemind.modes.mindmapmode.actions.NodeColorBlendAction$1, 5.0, 8818, 
9039, SelectAllAction, 15.0, 8818, 
9041, freemind.modes.mindmapmode.actions.SelectAllAction$1, 5.0, 8818, 
9044, EdgeColorAction, 64.0, 8818, 
9051, NewSiblingAction, 10.0, 8818, 
9054, MindMapActions, 192.0, 8818, 
9118, MindMapActions.MouseWheelEventHandler, 4.0, 8818, 
9120, ImportFolderStructureAction, 85.0, 8818, 
9126, NodeStyleAction, 71.0, 8818, 
9135, ItalicAction, 54.0, 8818, 
9144, NodeColorAction, 56.0, 8818, 
9151, IconAction, 188.0, 8818, 
9174, ToggleFoldedAction, 118.0, 8818, 
9184, NodeActorXml, 8.0, 8818, 
9186, MoveNodeAction, 69.0, 8818, 
9194, CompoundActionHandler, 38.0, 8818, 
9199, RemoveAllIconsAction, 67.0, 8818, 
9210, NewChildAction, 132.0, 8818, 
9219, ToggleChildrenFoldedAction, 14.0, 8818, 
9222, DeleteChildAction, 99.0, 8818, 
9230, EditAction, 246.0, 8818, 
9241, freemind.modes.mindmapmode.actions.EditAction$1, 14.0, 8818, 
9246, freemind.modes.mindmapmode.actions.EditAction$2, 14.0, 8818, 
9251, freemind.modes.mindmapmode.actions.EditAction$3, 18.0, 8818, 
9256, freemind.modes.mindmapmode.actions.EditAction$4, 30.0, 8818, 
